variable,raw_value,display_value,n,percent
v005,1364589,1364589,6,0.033359279439564106
v005,1369672,1369672,6,0.033359279439564106
v005,1413113,1413113,6,0.033359279439564106
v005,1455075,1455075,6,0.033359279439564106
v005,1488215,1488215,6,0.033359279439564106
v005,1522790,1522790,6,0.033359279439564106
v005,1593049,1593049,6,0.033359279439564106
v005,1702006,1702006,6,0.033359279439564106
v005,176067,176067,6,0.033359279439564106
v005,1803079,1803079,6,0.033359279439564106
v005,2094095,2094095,6,0.033359279439564106
v005,213507,213507,6,0.033359279439564106
v005,2235536,2235536,6,0.033359279439564106
v005,280206,280206,6,0.033359279439564106
v005,284639,284639,6,0.033359279439564106
v005,288163,288163,6,0.033359279439564106
v005,304180,304180,6,0.033359279439564106
v005,307040,307040,6,0.033359279439564106
v005,366201,366201,6,0.033359279439564106
v005,369481,369481,6,0.033359279439564106
v005,383181,383181,6,0.033359279439564106
v005,386183,386183,6,0.033359279439564106
v005,388347,388347,6,0.033359279439564106
